Year,State,Species,,Total catch PSE (proportional standard error),Total effort by number of directed trips,Total effort PSE,CPUE (which is catch/effort)
1983,NORTH CAROLINA,FLORIDA POMPANO,218848,75.7,135474,72.5,1.6154
2020,DELAWARE,FLORIDA POMPANO,21064,70.9,6638,72.4,3.1732
2002,New Jersey,ATLANTIC MACKEREL,655911,865,6981,72.3,93.9566
1986,Maryland,COBIA,643,71.2,883,72.3,0.7282
1991,Delaware,YELLOWFIN TUNA,1917,77.9,1204,72.3,1.5922
1981,New York,YELLOWFIN TUNA,11818,99.3,6480,72.3,1.8238
2012,New Jersey,WINTER FLOUNDER,2142,963,5558,72.2,0.3854
2015,Connecticut,Black Sea Bass,80468,63.5,"16,005",72.2,5.0277
1998,North Carolina,ATLANTIC MACKEREL,585,897,377,72.1,1.5517
2012,Virginia,SUMMER FLOUNDER,34744,61.2,24833,72.1,1.3991
2004,Massachusetts,WINTER FLOUNDER,52520,59.7,"72,019",72.1,0.7293
2022,Massachussets,YELLOWFIN TUNA,8328,82.9,3082,72.1,2.7021
2014,Maine,WINTER FLOUNDER,17113,60.4,"18,568",71.9,0.9216
2020,New Hampshire,Black Sea Bass,14929,75.3,"1,543",71.8,9.6753
2021,Maryland,BLUEFISH,73984,64.8,13786,71.7,5.3666
2019,VIRGINIA,FLORIDA POMPANO,11040,65.9,5875,71.7,1.8791
1992,New Jersey,ATLANTIC MACKEREL,7853,707,17091,71.5,0.4595
2009,Georgia,SUMMER FLOUNDER,1928,98.7,4559,71.5,0.4229
2007,Rhode Island,WINTER FLOUNDER,7760,70.6,"5,564",71.4,1.3947
1981,New York,ATLANTIC MACKEREL,6005,55.2,650,71.3,9.2385
1991,Maryland,SUMMER FLOUNDER,39366,61.2,34810,71.2,1.1309
1992,South Carolina,SUMMER FLOUNDER,5784,96.5,10320,71.2,0.5605
2020,Connecticut ,ATLANTIC MACKEREL,7735,88.7,"3,293",71.1,2.3489
1997,New York,ATLANTIC MACKEREL,48922,98,"13,796",71.1,3.5461
2003,Georgia,COBIA,30,76.4,52,71.1,0.5769
1991,SOUTH CAROLINA,FLORIDA POMPANO,170605,55.4,105301,71.1,1.6202
2000,New Hampshire,SUMMER FLOUNDER,435,102.1,990,71,0.4394
2003,South Carolina,YELLOWFIN TUNA,5096,53.2,17165,71,0.2969
2013,Delaware,ATLANTIC MACKEREL,473,77.6,245,70.9,1.9306
1985,Rhode Island,Black Sea Bass,42299,46.5,"43,677",70.8,0.9685
2018,VIRGINIA,FLORIDA POMPANO,42712,77.9,4193,70.8,10.1865
1998,Delaware,ATLANTIC MACKEREL,1815,101.6,364,70.7,4.9863
2020,New Jersey,ATLANTIC MACKEREL,104,744,128,70.7,0.8125
2012,North Carolina,ATLANTIC MACKEREL,7394,972,583,70.7,12.6827
2007,New York,ATLANTIC MACKEREL,7772,94.8,"7,939",70.7,0.979
2009,Georgia,COBIA,65,111.2,"9,789",70.7,0.0066
2012,Georgia,SUMMER FLOUNDER,13523,53.7,11987,70.7,1.1281
1989,South Carolina,SUMMER FLOUNDER,8842,102.5,13342,70.7,0.6627
1996,South Carolina,YELLOWFIN TUNA,113,68.6,1283,70.7,0.0881
2013,Virginia,YELLOWFIN TUNA,1181,88.6,8348,70.6,0.1415
2016,New York,WINTER FLOUNDER,8160,75.3,"8,200",70.5,0.9951
1990,New Hampshire,SUMMER FLOUNDER,38238,74.6,13159,70.4,2.9058
1998,Massachussets,YELLOWFIN TUNA,24,101.2,1326,70.4,0.0181
2013,New Hampshire,WINTER FLOUNDER,3278,54.5,"12,655",70.3,0.259
2010,New Jersey,YELLOWFIN TUNA,84052,741,77047,70.3,1.0909
1991,Rhode Island,ATLANTIC MACKEREL,63,71.3,52,70.1,1.2115
2007,Maryland,BLUEFISH,176401,99.4,38174,70,4.621
1983,New Jersey,WINTER FLOUNDER,26157,655,113666,70,0.2301
2022,VIRGINIA,FLORIDA POMPANO,33232,74.5,17226,70,1.9292
2000,Virginia,COBIA,10479,75,"39,238",69.9,0.2671
2012,New York,WINTER FLOUNDER,10973,33,"19,345",69.9,0.5672
2018,GEORGIA,FLORIDA POMPANO,11397,67.4,13785,69.9,0.8268
2005,New Jersey,YELLOWFIN TUNA,50765,454,69616,69.8,0.7292
1994,Virginia,ATLANTIC MACKEREL,148,102.2,212,69.6,0.6981
2006,South Carolina,COBIA,7571,66.3,"9,534",69.6,0.7941
2019,New Jersey,ATLANTIC MACKEREL,3757,805,2448,69.5,1.5347
2014,Massachussets,YELLOWFIN TUNA,700,101.8,8564,69.5,0.0817
2002,South Carolina,YELLOWFIN TUNA,12629,79.6,7798,69.4,1.6195
2005,Georgia,BLUEFISH,91083,56.4,37233,69.3,2.4463
2022,Rhode Island,WINTER FLOUNDER,752,75.8,752,69.3,1
2020,Delaware,COBIA,252,89.4,517,69.2,0.4874
2005,Massachusetts,WINTER FLOUNDER,4532,48.6,"23,159",69.2,0.1957
2006,Virginia,YELLOWFIN TUNA,976,46.9,21889,69.1,0.0446
2006,Maryland,SUMMER FLOUNDER,10418,24.7,7404,68.9,1.4071
2019,Maryland,YELLOWFIN TUNA,53950,36.6,73034,68.7,0.7387
2007,Georgia,SUMMER FLOUNDER,46,64.6,1549,68.5,0.0297
2000,Maryland,YELLOWFIN TUNA,16791,72.2,19270,68.5,0.8714
2001,Rhode Island,YELLOWFIN TUNA,801,101.3,9614,68.4,0.0833
1990,Virginia,COBIA,287,96.4,"2,282",68.3,0.1258
1985,Maryland,COBIA,3158,97.3,394,68.1,8.0152
2019,Georgia,SUMMER FLOUNDER,47444,97.9,4867,68,9.7481
2003,Maryland,ATLANTIC MACKEREL,5798,66.7,1921,67.9,3.0182
2000,Virginia,ATLANTIC MACKEREL,34669,74.9,5139,67.9,6.7463
1985,SOUTH CAROLINA,FLORIDA POMPANO,219473,47.3,131044,67.9,1.6748
2000,South Carolina,COBIA,349,79.1,243,67.8,1.4362
2021,VIRGINIA,FLORIDA POMPANO,78952,64.7,40925,67.8,1.9292
1994,New Hampshire,SUMMER FLOUNDER,514,80.3,2497,67.7,0.2058
2021,New Hampshire,Black Sea Bass,130,80.4,338,67.7,0.3846
2009,Massachusetts,Black Sea Bass,110490,72.1,"9,304",67.6,11.8755
2006,Rhode Island,WINTER FLOUNDER,27,72.1,72,67.5,0.375
2021,DELAWARE,FLORIDA POMPANO,12487,87.3,12639,67.5,0.988
2000,South Carolina,YELLOWFIN TUNA,6692,72.1,5711,67.1,1.1718
2007,Massachusetts,ATLANTIC MACKEREL,385335,91.5,"60,983",67,6.3187
2017,Maryland,BLUEFISH,17496,67.4,18271,66.9,0.9576
1987,New York,ATLANTIC MACKEREL,4080704,50.7,"60,477",66.8,67.4753
2004,Maryland,BLACK SEA BASS,159616,32,"34,435",66.7,4.6353
2003,Georgia,BLUEFISH,15753,41.9,13117,66.6,1.201
2009,Georgia,BLUEFISH,39573,54.2,16317,66.6,2.4253
2014,Virginia,COBIA,4081,65,"26,210",66.6,0.1557
2006,Virginia,COBIA,6825,69.2,"22,082",66.4,0.3091
2011,Maryland,YELLOWFIN TUNA,427,36.4,12368,66.4,0.0345
2002,VIRGINIA,FLORIDA POMPANO,15599,56.1,15913,66.3,0.9803
1981,Delaware,BLACK SEA BASS,80848,73.7,"21,370",66.2,3.7832
2005,Delaware,YELLOWFIN TUNA,7232,82.2,6602,66.1,1.0954
2003,New Jersey,ATLANTIC MACKEREL,47087,739,9505,66,4.9539
1994,Maryland,YELLOWFIN TUNA,33736,56.4,26744,66,1.2614
1988,Georgia,COBIA,52,111.6,"4,533",65.9,0.0115
1990,South Carolina,COBIA,270,83.2,"3,223",65.9,0.0838
2014,Virginia,YELLOWFIN TUNA,878,100,4452,65.9,0.1972
2001,Maryland,ATLANTIC MACKEREL,38160,96.5,6552,65.8,5.8242
1981,Maryland,SUMMER FLOUNDER,31701,55.4,19338,65.8,1.6393
1982,Maine,WINTER FLOUNDER,6400,84.6,"13,812",65.8,0.4634
1987,New Hampshire,SUMMER FLOUNDER,2874,58,3506,65.7,0.8197
2020,Maryland,BLUEFISH,49122,45,54294,65.6,0.9047
2012,Georgia,COBIA,11873,71.6,"17,808",65.6,0.6667
1993,New York,ATLANTIC MACKEREL,26320,78.6,"2,697",65.3,9.759
1985,Maryland,YELLOWFIN TUNA,1403,83.4,3113,65.3,0.4507
2010,Massachusetts,ATLANTIC MACKEREL,3466888,38.2,"648,295",65.2,5.3477
2020,New Hampshire,BLUEFISH,376,75.5,3410,65.2,0.1103
2020,New York,WINTER FLOUNDER,1566,82.5,"2,369",65.2,0.661
1996,New Jersey,YELLOWFIN TUNA,10216,975,22943,65.1,0.4453
2000,South Carolina,SUMMER FLOUNDER,14806,50.7,44117,65,0.3356
2009,Maine,WINTER FLOUNDER,22507,76.8,"38,190",65,0.5893
2015,New York,ATLANTIC MACKEREL,6947,67.8,"5,748",64.9,1.2086
1989,Maryland,ATLANTIC MACKEREL,189949,49.7,7178,64.8,26.4627
1984,New Jersey,ATLANTIC MACKEREL,250186,354,24143,64.6,10.3627
1986,Georgia,BLUEFISH,13808,52.4,8547,64.6,1.6155
1998,South Carolina,COBIA,1260,71.7,"1,977",64.6,0.6373
1986,Connecticut,WINTER FLOUNDER,32115,66.3,"44,316",64.6,0.7247
2005,Virginia,COBIA,4497,106.8,"8,100",64.5,0.5552
2022,Rhode Island,ATLANTIC MACKEREL,151604,92.8,"7,573",64.4,20.019
1984,North Carolina,COBIA,13274,59.9,"51,144",64.3,0.2595
2007,South Carolina,SUMMER FLOUNDER,228,60.8,18958,64.2,0.012
2004,VIRGINIA,FLORIDA POMPANO,85895,74.5,28836,64.1,2.9787
2018,Maryland,COBIA,387,69,889,64,0.4353
2009,Massachusetts,SUMMER FLOUNDER,5789,97.3,70776,64,0.0818
1981,Massachusetts,Black Sea Bass,117458,54.7,"80,945",64,1.4511
2010,Massachusetts,SUMMER FLOUNDER,104940,92.1,64554,63.8,1.6256
2000,GEORGIA,FLORIDA POMPANO,9464,52.8,17124,63.7,0.5527
2007,Georgia,COBIA,3221,49.8,"15,108",63.6,0.2132
2000,New York,ATLANTIC MACKEREL,49752,84.5,"20,539",63.4,2.4223
2001,Virginia,COBIA,2820,53.9,"15,625",63.4,0.1805
1986,Connecticut,SUMMER FLOUNDER,149674,50.5,25490,63.4,5.8719
2000,SOUTH CAROLINA,FLORIDA POMPANO,62461,73.2,13067,63.4,4.7801
2008,New Jersey,WINTER FLOUNDER,9845,598,16868,63.2,0.5836
2006,New York,WINTER FLOUNDER,84611,87,"75,022",63.2,1.1278
1983,Connecticut,YELLOWFIN TUNA,17271,74.5,34542,63.2,0.5
2001,Delaware,ATLANTIC MACKEREL,14604,56.7,1503,63.1,9.7166
2013,Maryland,ATLANTIC MACKEREL,22,58.3,32,62.9,0.6875
1997,New York,WINTER FLOUNDER,34461,75.8,"53,468",62.9,0.6445
2001,New Jersey,ATLANTIC MACKEREL,124379,796,30757,62.8,4.0439
2017,Maine,BLUEFISH,6,105.5,3635,62.8,0.0017
1989,Delaware,YELLOWFIN TUNA,713,62.9,1308,62.7,0.5451
1993,Maryland,SUMMER FLOUNDER,74614,54.7,62549,62.6,1.1929
1991,Virginia,SUMMER FLOUNDER,387276,33.7,182958,62.6,2.1167
2021,Connecticut,YELLOWFIN TUNA,1945,94.1,1691,62.6,1.1502
2008,South Carolina,COBIA,2093,63.6,"5,060",62.5,0.4136
2016,New Hampshire,WINTER FLOUNDER,1670,84.1,"3,298",62.5,0.5064
2019,New York,ATLANTIC MACKEREL,20177,50.8,"15,226",62.2,1.3252
2014,New Jersey,YELLOWFIN TUNA,22134,658,57149,62.2,0.3873
1983,New Jersey,ATLANTIC MACKEREL,120789,446,17483,62.1,6.9089
2010,South Carolina,COBIA,2787,46,"10,768",62.1,0.2588
2009,Rhode Island,WINTER FLOUNDER,2601,79.1,"4,138",62.1,0.6286
2007,New York,WINTER FLOUNDER,18832,66.5,"69,242",62.1,0.272
1999,Georgia,COBIA,115,64.1,115,61.9,1
1989,South Carolina,COBIA,9881,60.1,"18,440",61.8,0.5358
2020,Georgia,SUMMER FLOUNDER,55848,75.2,17666,61.8,3.1613
2004,Virginia,COBIA,6284,68.6,"10,080",61.7,0.6234
2015,New York,WINTER FLOUNDER,3055,95.1,"304,225",61.6,0.01
2014,Delaware,YELLOWFIN TUNA,1594,48.6,3522,61.6,0.4526
2008,Maryland,YELLOWFIN TUNA,414,46.1,3212,61.6,0.1289
2017,Massachussets,YELLOWFIN TUNA,1555,81.2,12448,61.6,0.1249
1982,Rhode Island,ATLANTIC MACKEREL,40964,59.5,"18,473",61.5,2.2175
1982,New York,YELLOWFIN TUNA,32403,58.2,21974,61.5,1.4746
2021,Connecticut,Black Sea Bass,1731080,30,"159,870",61.5,10.828
1992,Connecticut,BLUEFISH,3844,63.1,536,61.4,7.1716
1988,South Carolina,COBIA,743,62.4,"4,715",61.4,0.1576
1999,New Hampshire,SUMMER FLOUNDER,732,65.9,704,61.3,1.0398
1984,Georgia,Black Sea Bass,130511,46.2,"24,930",61.3,5.2351
2013,Georgia,COBIA,4215,80.3,"39,868",61.2,0.1057
2011,Virginia,SUMMER FLOUNDER,61770,59.1,70964,61.1,0.8704
1992,Rhode Island,WINTER FLOUNDER,11086,72.6,"27,357",61.1,0.4052
1991,Georgia,BLUEFISH,8529,49.7,4723,61,1.8058
2017,Virginia,SUMMER FLOUNDER,313249,65,121461,61,2.579
1985,Delaware,ATLANTIC MACKEREL,6942,101.2,524,60.5,13.2481
1987,Connecticut ,ATLANTIC MACKEREL,438110,49.6,"9,846",60.5,44.4962
1986,Georgia,COBIA,686,86.3,"1,970",60.4,0.3482
1992,Virginia,COBIA,602,70.8,839,60.4,0.7175
2019,North Carolina,SUMMER FLOUNDER,8129,59.3,7569,60.4,1.074
1990,Maryland,YELLOWFIN TUNA,2289,60,3805,60.4,0.6016
1997,Georgia,BLUEFISH,15823,71.9,3516,60.3,4.5003
2011,Virginia,COBIA,22651,69.2,"28,582",60.3,0.7925
2018,Massachussets,YELLOWFIN TUNA,4378,99.4,6848,60.3,0.6393
1989,Connecticut,YELLOWFIN TUNA,6794,64.9,9396,60.3,0.7231
2021,New York,YELLOWFIN TUNA,208848,34.3,156298,60.3,1.3362
2017,GEORGIA,FLORIDA POMPANO,6898,87.5,9463,60.3,0.7289
2001,Virginia,ATLANTIC MACKEREL,6642,92.8,3352,60.2,1.9815
2016,Rhode Island,WINTER FLOUNDER,66,31.4,87,60.2,0.7586
1996,Maine,BLUEFISH,18199,42.8,96092,60.1,0.1894
2007,New Jersey,YELLOWFIN TUNA,97490,409,62969,60.1,1.5482
1987,South Carolina,YELLOWFIN TUNA,1864,61,3257,60.1,0.5723
2022,Georgia,COBIA,19681,53.4,"28,175",60,0.6985
2005,Virginia,YELLOWFIN TUNA,7872,60.2,16258,60,0.4842
1995,New Jersey,ATLANTIC MACKEREL,138564,752,19057,59.8,7.271
1985,Maine,WINTER FLOUNDER,14917,34.8,"22,784",59.8,0.6547
1990,Massachussets,YELLOWFIN TUNA,638,101.1,810,59.8,0.7877
2008,Virginia,BLACK SEA BASS,355211,41.4,"140,510",59.8,2.528
1985,Virginia,YELLOWFIN TUNA,8412,54.2,7397,59.7,1.1372
1997,Rhode Island,ATLANTIC MACKEREL,122191,63.2,"12,250",59.6,9.9748
2014,Rhode Island,WINTER FLOUNDER,1776,64.8,"1,776",59.6,1
1994,New Jersey,YELLOWFIN TUNA,243289,635,110218,59.6,2.2073
1988,New York,YELLOWFIN TUNA,33870,62.7,41932,59.6,0.8077
2022,Maryland,BLUEFISH,25139,59.3,19025,59.4,1.3214
1999,Rhode Island,YELLOWFIN TUNA,2156,83.2,8495,59.4,0.2538
2017,Virginia,BLACK SEA BASS,278241,35.9,"52,458",59.4,5.3041
1986,VIRGINIA,FLORIDA POMPANO,19078,72.4,6500,59.4,2.9351
1981,Rhode Island,Black Sea Bass,16149,60,"15,723",59.3,1.0271
2022,GEORGIA,FLORIDA POMPANO,7866,84.3,5426,59.3,1.4497
1986,Massachusetts,ATLANTIC MACKEREL,2654891,83.1,"68,627",59.1,38.6858
2020,New York,ATLANTIC MACKEREL,51729,70.3,"25,175",59.1,2.0548
2021,Virginia,YELLOWFIN TUNA,2457,36.7,10432,59.1,0.2355
1983,Delaware,ATLANTIC MACKEREL,151489,86.9,15149,59,9.9999
1988,Georgia,BLUEFISH,5194,66.7,1492,59,3.4812
2004,Georgia,COBIA,6251,73.3,"8,491",59,0.7362
2021,Massachussets,YELLOWFIN TUNA,39597,54.8,6809,59,5.8154
1985,New York,ATLANTIC MACKEREL,89288,73,"5,550",58.9,16.0879
1986,Maryland,YELLOWFIN TUNA,3443,53.9,10080,58.9,0.3416
1984,Rhode Island,Black Sea Bass,34097,82,"26,518",58.9,1.2858
2009,South Carolina,COBIA,6111,65.1,"4,869",58.8,1.2551
1985,Connecticut,SUMMER FLOUNDER,4715,94.5,11.371,58.8,414.6513
2008,Delaware,YELLOWFIN TUNA,2147,66.6,5751,58.7,0.3733
2012,Virginia,BLUEFISH,336493,76.1,97849,58.6,3.4389
1991,New York,ATLANTIC MACKEREL,627798,39.3,"59,355",58.5,10.577
1997,Maryland,SUMMER FLOUNDER,100800,56,36490,58.5,2.7624
2015,New Jersey,WINTER FLOUNDER,93359,502,118095,58.5,0.7905
2001,New Hampshire,Black Sea Bass,7726,68.3,"1,985",58.5,3.8922
2010,Georgia,COBIA,5374,59,"10,569",58.4,0.5085
2017,Virginia,COBIA,3513,53.9,"31,613",58.4,0.1111
2004,Georgia,BLUEFISH,9069,63.6,12847,58.3,0.7059
2003,Massachussets,YELLOWFIN TUNA,4011,80.7,2180,58.3,1.8399
1992,New York,ATLANTIC MACKEREL,298953,74.2,"2,919",58.2,102.4162
1995,Georgia,BLUEFISH,34290,57.7,6918,58.2,4.9566
2010,Maryland,SUMMER FLOUNDER,168261,54.8,91831,58.2,1.8323
1987,South Carolina,SUMMER FLOUNDER,101372,50.7,64921,58,1.5615
2015,Virginia,YELLOWFIN TUNA,5095,81.5,10194,58,0.4998
1990,New Jersey,ATLANTIC MACKEREL,601324,782,20126,57.9,29.878
1981,Delaware,SUMMER FLOUNDER,29593,81.2,15966,57.9,1.8535
2022,Connecticut,BLUEFISH,10105,52.9,11478,57.8,0.8804
2016,New Hampshire,BLUEFISH,5,86,25316,57.8,0.0002
2022,New Hampshire,WINTER FLOUNDER,4361,63.2,996,57.8,4.3785
2007,New Jersey,WINTER FLOUNDER,17801,671,36785,57.7,0.4839
2014,New York,YELLOWFIN TUNA,389661,46,128897,57.7,3.023
2018,Georgia,SUMMER FLOUNDER,15112,61.4,18509,57.6,0.8165
2013,New Jersey,WINTER FLOUNDER,65159,677,48848,57.6,1.3339
2011,Virginia,BLUEFISH,109680,31.4,40740,57.4,2.6922
2017,New Jersey,WINTER FLOUNDER,3381,499,5342,57.4,0.6329
2018,New Jersey,ATLANTIC MACKEREL,4564,561,4220,57.2,1.0815
1998,Rhode Island,WINTER FLOUNDER,9910,48.6,"6,966",57.1,1.4226
1983,GEORGIA,FLORIDA POMPANO,12940,56.1,11448,57.1,1.1303
1994,Maryland,SUMMER FLOUNDER,69666,64.9,39867,57,1.7475
2000,New York,WINTER FLOUNDER,56382,39.6,"28,734",57,1.9622
2013,Rhode Island,YELLOWFIN TUNA,12507,57.7,33805,57,0.37
2000,New Jersey,ATLANTIC MACKEREL,20405,485,4655,56.8,4.3835
1995,New Jersey,YELLOWFIN TUNA,92199,74,54647,56.8,1.6872
2020,Delaware,YELLOWFIN TUNA,2657,81.7,4551,56.7,0.5838
2001,VIRGINIA,FLORIDA POMPANO,74209,47,27695,56.7,2.6795
2021,Rhode Island,YELLOWFIN TUNA,385,53.8,848,56.6,0.454
2021,Rhode Island,WINTER FLOUNDER,126,35.9,126,56.5,1
2005,New York,WINTER FLOUNDER,5743,90.1,"32,930",56.5,0.1744
1986,Rhode Island,ATLANTIC MACKEREL,83548,44,"20,503",56.4,4.0749
1984,Maine,WINTER FLOUNDER,2201,47.6,"3,964",56.4,0.5552
2019,Delaware,YELLOWFIN TUNA,344,97.1,1837,56.4,0.1873
2005,Maryland,BLACK SEA BASS,468455,51,"64,821",56.4,7.2269
1987,Rhode Island,ATLANTIC MACKEREL,571,54,448,56.2,1.2746
2004,Maryland,SUMMER FLOUNDER,142575,54.5,55843,56.2,2.5531
2012,Maryland,SUMMER FLOUNDER,105430,46.2,66467,56.2,1.5862
1986,Maine,WINTER FLOUNDER,35622,54.2,"5,627",56.2,6.3305
1993,Maryland,BLACK SEA BASS,1290067,74.8,"46,800",56.2,27.5655
1999,New Jersey,ATLANTIC MACKEREL,141792,844,5556,56.1,25.5205
1982,Connecticut,BLUEFISH,1718166,61.2,187075,56.1,9.1844
1983,Georgia,Black Sea Bass,26506,40.1,"17,031",56.1,1.5563
2010,Virginia,COBIA,8633,82.6,"25,743",56,0.3354
2014,Connecticut,Black Sea Bass,215767,48.5,"26,883",56,8.0262
1981,Rhode Island,ATLANTIC MACKEREL,81059,73,"19,988",55.9,4.0554
2011,Massachusetts,WINTER FLOUNDER,431542,65.1,"76,234",55.9,5.6608
2017,Georgia,BLUEFISH,17743,46.6,41381,55.8,0.4288
1983,New York,YELLOWFIN TUNA,58891,99.1,15472,55.8,3.8063
1987,Virginia,COBIA,631,94.9,"3,682",55.7,0.1714
1994,Massachusetts,Black Sea Bass,2123,80.7,"1,186",55.7,1.7901
1997,Virginia,COBIA,264,96.4,"6,126",55.6,0.0431
1985,Massachusetts,SUMMER FLOUNDER,51351,62.7,42955,55.6,1.1955
1989,Maine,WINTER FLOUNDER,14438,64.4,"10,558",55.4,1.3675
1997,Maryland,YELLOWFIN TUNA,52460,63.2,41074,55.4,1.2772
1993,Maryland,BLUEFISH,82870,70.4,54093,55.2,1.532
1989,Georgia,COBIA,2165,60.3,"2,125",55.1,1.0188
2020,New Jersey,WINTER FLOUNDER,2893,416,6916,55.1,0.4183
1993,New Hampshire,WINTER FLOUNDER,12566,46.9,"8,964",55.1,1.4018
1987,New Jersey,ATLANTIC MACKEREL,2031003,901,34296,55,59.2198
2011,South Carolina,SUMMER FLOUNDER,10700,70,37542,55,0.285
2018,New York,ATLANTIC MACKEREL,39154,52.3,"9,402",54.9,4.1644
1990,SOUTH CAROLINA,FLORIDA POMPANO,405077,39.6,171007,54.8,2.3688
2011,Georgia,COBIA,13610,55,"11,582",54.7,1.1751
2017,Rhode Island,ATLANTIC MACKEREL,879,42.7,786,54.5,1.1183
1986,South Carolina,COBIA,3022,64.9,"6,542",54.5,0.4619
1993,SOUTH CAROLINA,FLORIDA POMPANO,248625,56,108782,54.5,2.2855
2020,North Carolina,SUMMER FLOUNDER,13326,51.5,11931,54.4,1.1169
2004,South Carolina,YELLOWFIN TUNA,844,65.8,2889,54.3,0.2921
2016,Maryland,YELLOWFIN TUNA,47369,56.8,77323,54.2,0.6126
2009,New Jersey,YELLOWFIN TUNA,64952,86,41097,54.1,1.5805
1999,Massachusetts,Black Sea Bass,3031,59.8,"1,886",54.1,1.6071
1986,Virginia,COBIA,1311,74,"2,251",54,0.5824
2004,Delaware,ATLANTIC MACKEREL,13402,42.9,1140,53.9,11.7561
1992,South Carolina,YELLOWFIN TUNA,2030,90.9,2252,53.9,0.9014
1985,South Carolina,COBIA,5290,62.8,"6,548",53.8,0.8079
2022,Virginia,COBIA,8074,44.9,"13,719",53.8,0.5885
2008,Massachusetts,WINTER FLOUNDER,167350,51.2,"136,708",53.8,1.2241
1985,North Carolina,YELLOWFIN TUNA,36126,88.6,24825,53.8,1.4552
2011,Maryland,SUMMER FLOUNDER,61524,63.4,18588,53.6,3.3099
2000,Maryland,BLACK SEA BASS,334228,55.1,"53,702",53.6,6.2238
1983,New York,WINTER FLOUNDER,18852,66.3,"13,297",53.4,1.4178
2018,Virginia,YELLOWFIN TUNA,2818,85.8,4530,53.4,0.6221
1989,Connecticut,BLUEFISH,4697,58.8,3406,53.3,1.379
2018,Massachusetts,SUMMER FLOUNDER,54944,30.8,58491,53.3,0.9394
1981,Maryland,BLACK SEA BASS,171654,59.8,"27,061",53.3,6.3432
2014,Virginia,BLACK SEA BASS,83888,46.1,"22,359",53.3,3.7519
2021,Maine,BLUEFISH,2150,84.7,21208,53.2,0.1014
2014,New Jersey,WINTER FLOUNDER,22447,465,33395,53.2,0.6722
1987,Massachusetts,Black Sea Bass,270340,79.9,"38,754",53.2,6.9758
2012,New Jersey,YELLOWFIN TUNA,191602,507,126086,53.1,1.5196
2000,Connecticut,SUMMER FLOUNDER,142783,57.8,22176,53,6.4386
2017,New Hampshire,WINTER FLOUNDER,11900,60.9,"16,189",53,0.7351
1987,New Hampshire,ATLANTIC MACKEREL,65906,49.7,"12,738",52.8,5.174
2013,Maryland,YELLOWFIN TUNA,13469,83.9,28237,52.8,0.477
2006,Georgia,BLUEFISH,32427,58.8,16778,52.7,1.9327
1997,New Jersey,YELLOWFIN TUNA,31382,65,78132,52.7,0.4017
2019,New York,YELLOWFIN TUNA,11038,54.4,35449,52.7,0.3114
1994,Delaware,BLACK SEA BASS,50196,64.6,"12,848",52.7,3.9069
1994,New Jersey,ATLANTIC MACKEREL,90338,911,20100,52.6,4.4944
2021,New York,ATLANTIC MACKEREL,5621,64.2,"3,241",52.5,1.7343
2006,Maine,BLUEFISH,62711,48.8,127910,52.5,0.4903
1983,Maryland,YELLOWFIN TUNA,6397,46.6,8700,52.5,0.7353
2000,Maryland,ATLANTIC MACKEREL,9836,76.9,3787,52.4,2.5973
1993,Virginia,COBIA,472,98.8,"19,466",52.4,0.0242
2013,Virginia,COBIA,2884,59.1,"16,454",52.4,0.1753
1991,Maryland,YELLOWFIN TUNA,17183,45.7,14718,52.4,1.1675
2022,Connecticut,YELLOWFIN TUNA,1150,75.9,2577,52.4,0.4463
2005,South Carolina,SUMMER FLOUNDER,72790,73.7,97128,52.3,0.7494
1999,South Carolina,YELLOWFIN TUNA,1743,55,5019,52.3,0.3473
2006,Virginia,BLACK SEA BASS,1052670,44.1,"177,993",52.3,5.9141
1994,South Carolina,YELLOWFIN TUNA,5930,64.2,9128,52.2,0.6496
2019,DELAWARE,FLORIDA POMPANO,503,103.8,2684,52.1,0.1874
1987,Connecticut,YELLOWFIN TUNA,8658,54.4,18707,52,0.4628
2017,New York,ATLANTIC MACKEREL,418845,80.6,"61,752",51.9,6.7827
1982,New Jersey,WINTER FLOUNDER,207,347,78875,51.9,0.0026
2008,Georgia,COBIA,22647,50.3,"28,245",51.7,0.8018
2014,Georgia,COBIA,2168,71.5,"7,013",51.7,0.3091
1999,New York,WINTER FLOUNDER,4269,71.1,"11,428",51.7,0.3736
2016,Maine,BLUEFISH,124,95.3,20110,51.6,0.0062
2014,Maryland,BLUEFISH,13252,68.2,8627,51.6,1.5361
2008,Massachusetts,SUMMER FLOUNDER,234958,83.9,56446,51.6,4.1625
2010,Massachusetts,WINTER FLOUNDER,85166,51.9,"101,916",51.6,0.8356
1984,Connecticut,WINTER FLOUNDER,152862,51.8,"78,939",51.6,1.9365
1997,Delaware,YELLOWFIN TUNA,8304,58.2,6805,51.6,1.2203
2014,Rhode Island,BLUEFISH,163123,25.6,187764,51.5,0.8688
2012,Maryland,BLUEFISH,30569,66,24668,51.4,1.2392
1995,Maryland,YELLOWFIN TUNA,13277,58,29594,51.4,0.4486
2010,Massachusetts,Black Sea Bass,562556,85,"40,927",51.4,13.7454
1996,Connecticut,SUMMER FLOUNDER,101677,57.3,20611,51.3,4.9331
2018,Delaware,YELLOWFIN TUNA,1346,81.9,2790,51.3,0.4824
2010,Maryland,BLACK SEA BASS,261009,16.9,"69,775",51.3,3.7407
1988,Virginia,SUMMER FLOUNDER,448874,46.8,113000,51.2,3.9723
